gene_name	WT_0h_rep_1	WT_0h_rep_2	WT_0h_rep_3	WT_0h_rep_4	WT_1h_rep_1	WT_1h_rep_2	WT_1h_rep_3	WT_1h_rep_4	WT_2h_rep_1	WT_2h_rep_2	WT_2h_rep_3	WT_2h_rep_4	WT_4h_rep_1	WT_4h_rep_2	WT_4h_rep_3	WT_4h_rep_4
Mrps15	281	485	314	373	296	296	329	307	193	310	312	417	210	255	270	245
Oscp1	25	40	24	16	21	21	27	13	9	16	15	15	4	11	12	11
Lsm10	81	164	119	125	108	99	150	96	69	127	125	112	45	60	98	56
Stk40	93	98	72	85	358	413	457	380	407	860	873	650	356	543	628	410
Eva1b	11	43	27	22	35	44	46	30	60	98	106	103	132	126	163	156
Sh3d21	1	9	15	5	16	39	47	17	27	51	67	47	18	34	51	18
Thrap3	1110	1743	1240	1284	1309	1400	1530	1435	868	1278	1187	1377	697	1146	1213	831
Map7d1	1187	1609	1051	1381	1371	1217	1564	1331	788	1176	1310	1256	408	562	511	443
Trappc3	325	583	363	462	387	385	435	441	286	521	444	494	241	392	472	360
Col8a2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Adprs	47	61	30	69	49	40	28	47	28	25	18	38	19	12	23	17
Gm12945	5	2	4	8	8	4	1	3	1	5	2	3	0	0	1	1
Tekt2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0
Ago3	351	580	389	365	416	484	441	358	412	514	497	669	296	530	283	361
Ago1	464	714	490	589	520	444	447	475	410	418	499	632	316	297	269	364
Ago4	147	277	169	137	102	120	129	63	76	108	79	72	26	32	27	15
Clspn	573	1093	761	726	494	598	720	684	179	320	446	352	14	39	55	26
5730409E04Rik	102	195	121	133	88	105	92	71	32	54	48	42	24	35	60	23
Psmb2	298	492	314	416	382	375	384	377	288	366	337	500	259	369	414	349
Tfap2e	1	1	0	0	0	0	2	0	2	0	0	2	2	0	1	0
Ncdn	164	238	142	237	218	167	194	223	144	220	178	249	104	90	107	94
AU040320	317	493	389	358	366	416	424	293	242	353	331	348	226	258	275	259
Zmym4	327	531	338	313	286	380	378	305	241	318	344	360	153	268	293	181
Sfpq	836	1494	855	1158	1191	1008	1123	1143	826	1150	1232	1476	576	985	828	751
Zmym1	88	233	100	165	80	94	112	85	70	64	75	90	18	48	55	21
Zmym6	125	209	128	150	81	96	92	86	29	28	41	39	10	24	12	10
Tmem35b	113	206	118	129	106	107	111	80	65	89	144	136	40	80	95	69
Dlgap3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0
Smim12	66	109	67	62	88	64	64	79	54	75	56	87	32	44	55	38
Gja4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gjb3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CK137956	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Csmd2	0	2	1	1	2	0	3	7	0	1	3	0	0	0	0	0
Csmd2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zscan20	49	61	43	24	4	12	6	7	11	22	10	23	15	14	19	19
Tlr12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phc2	307	423	282	375	371	339	438	376	337	472	474	523	500	752	784	631
A3galt2	1	0	0	0	4	3	2	4	0	0	0	2	0	2	1	0
Zfp362	139	259	157	172	131	158	177	110	50	74	72	57	11	31	40	11
Trim62	25	44	25	34	30	32	27	21	2	12	18	7	5	12	4	12
Azin2	5	10	6	11	8	13	13	9	4	10	9	9	3	6	1	2
Ak2	286	422	234	330	421	353	320	427	298	433	331	451	246	286	255	259
1700086P04Rik	1	3	1	1	2	1	1	0	0	0	0	1	0	0	0	0
Rnf19b	240	360	235	299	1767	1838	2176	1840	1553	2698	2840	2265	1970	3592	3100	2173
Tmem54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpca	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Fndc5	0	2	0	5	0	0	0	0	0	0	1	0	0	1	0	0
S100pbp	71	141	95	90	59	80	63	71	46	73	60	88	22	35	37	38
Yars	295	353	235	392	346	256	289	325	236	324	324	432	135	164	202	185
C77080	693	997	635	861	677	528	532	538	376	619	472	557	47	133	236	42
Sync	1	1	1	2	2	0	0	0	2	2	0	0	0	0	4	1
Rbbp4	525	907	576	703	536	575	562	689	327	546	554	676	235	411	406	380
Zbtb8os	157	244	159	191	154	178	135	188	116	175	124	200	82	126	127	121
Zbtb8a	37	65	42	37	16	16	21	18	26	35	58	53	41	90	90	37
Zbtb8b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bsdc1	113	210	132	156	175	201	160	163	114	207	162	200	112	160	110	132
Tssk3	1	1	0	1	0	0	2	0	0	0	0	1	1	0	1	0
Fam229a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Marcksl1	83	138	107	182	1966	1717	1866	2286	2868	4129	3816	5485	3576	4269	4536	4652
Hdac1	418	682	433	520	583	592	632	611	437	654	638	698	626	927	880	722
Lck	1	4	0	4	1	2	2	4	2	4	7	18	30	48	64	46
Fam167b	1	2	1	5	1	3	8	1	2	2	3	5	3	1	4	0
Eif3i	399	574	405	556	519	404	424	457	301	443	347	522	264	367	390	354
Tmem234	397	618	420	457	427	455	440	388	293	429	375	490	239	325	365	297
Dcdc2b	70	133	93	71	80	97	91	72	64	72	90	87	29	78	91	51
Iqcc	43	78	57	42	13	26	19	21	25	18	22	27	25	24	23	30
Ccdc28b	62	160	76	87	56	78	71	49	23	37	45	36	9	21	30	20
Txlna	403	715	441	530	406	421	432	447	222	298	312	339	168	239	259	202
Kpna6	394	535	392	467	356	362	310	378	291	404	339	502	301	342	391	376
Tmem39b	49	58	37	63	40	50	55	37	34	34	49	39	23	23	16	20
Khdrbs1	534	954	607	629	638	612	678	560	539	777	736	820	564	965	1039	696
Ptp4a2	3195	5456	3233	3890	3334	3485	4070	3887	2306	3232	3515	3781	1640	2487	2709	2053
E330017L17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spocd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1700003M07Rik	0	2	0	0	0	1	2	0	3	1	1	1	1	2	2	2
Adgrb2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
Col16a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Pef1	207	436	272	350	225	270	230	259	153	276	163	302	142	202	189	206
Hcrtr1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0
Tinagl1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	4	0
Ldc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Serinc2	1	0	2	0	2	0	2	0	0	0	0	0	0	2	0	0
Fabp3	27	26	21	66	72	36	87	71	90	105	108	115	159	147	497	171
Zcchc17	213	379	195	282	212	207	213	238	132	176	200	237	103	142	135	136
Snrnp40	162	257	152	241	201	145	187	200	118	145	180	181	62	126	116	89
Nkain1	178	136	104	211	183	65	96	188	112	120	109	140	46	50	82	41
Pum1	571	918	621	667	604	541	702	637	512	658	750	831	373	643	696	497
Snord85	1	1	0	0	0	0	2	2	1	0	0	1	0	0	0	0
Sdc3	3222	4953	3709	4230	3541	3507	4388	3786	2422	3335	4219	4102	2390	2910	3283	2844
Laptm5	5060	7706	5272	6132	5524	5917	5796	4922	3861	5829	5326	5494	2804	3844	4034	2794
Matn1	1	2	2	1	0	3	2	0	0	0	0	1	0	1	0	0
Ptpru	0	0	1	1	2	1	2	2	2	5	0	10	3	3	5	2
Mecr	113	152	99	124	132	91	168	123	145	144	153	191	95	121	116	97
Srsf4	269	445	283	316	296	325	356	294	208	309	334	343	150	227	237	120
Gm12992	2	4	3	1	1	2	1	0	1	1	0	0	0	0	2	0
Tmem200b	0	1	2	0	48	38	48	44	38	53	67	67	20	26	16	12
Epb41	876	1343	965	1125	1012	1027	993	1059	513	761	693	750	140	226	238	140
Oprd1	0	0	0	0	0	0	0	0	1	0	0	5	5	5	3	4
Gm13215	2	3	2	2	3	1	1	6	1	3	0	5	1	1	1	1
Ythdf2	470	828	524	571	587	540	603	587	400	559	582	698	280	491	526	393
Rps15a-ps4	1	1	0	5	2	2	1	3	1	1	5	1	0	3	0	2
Gmeb1	158	262	146	161	168	135	198	192	123	177	196	188	75	141	145	90
Rnu11	18	31	15	30	13	32	29	22	18	27	33	22	13	29	23	17
Taf12	207	316	181	302	183	185	212	203	118	163	190	223	76	153	131	132
Rab42	9	12	1	3	2	3	4	0	0	2	0	0	1	1	0	0
Snhg12	52	75	56	79	54	53	36	60	17	31	50	23	5	14	26	16
Snora16a	1	3	0	3	0	0	0	1	0	0	0	2	0	1	0	0
Snora44	8	10	4	4	9	7	7	13	4	7	6	2	6	3	3	2
Snora61	1	0	0	1	1	2	1	0	1	0	2	2	0	0	0	0
Snord99	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0
Trnau1ap	94	144	107	147	123	119	140	131	76	129	147	143	71	101	95	103
Rcc1	146	157	138	149	122	140	123	107	76	78	81	104	16	25	26	14
Snhg3	1	5	1	0	2	0	2	8	2	4	5	1	2	2	3	1
Snora73b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora73a	26	40	20	35	32	33	18	31	21	40	6	47	28	22	15	28
Phactr4	375	651	412	422	304	348	411	274	183	228	287	252	181	379	335	220
Med18	19	21	20	23	9	6	8	5	4	3	7	9	2	7	4	6
Sesn2	85	137	123	79	134	137	170	84	48	91	75	91	26	16	37	16
Atpif1	2234	3948	2385	3529	2225	2437	3216	3244	1482	2495	3045	3152	1315	2047	2337	2018
Dnajc8	755	1429	906	1033	880	962	1257	1001	673	1080	1177	1101	529	887	1122	666
Ptafr	616	1182	810	829	1050	1055	1271	1223	1121	1836	2258	1946	803	1311	1533	991
Eya3	484	695	509	514	466	456	479	393	351	406	452	522	236	321	421	316
Xkr8	63	73	65	66	49	35	38	37	129	120	130	189	612	578	668	590
Smpdl3b	32	72	47	47	51	39	49	50	37	42	50	54	71	87	92	78
Rpa2	212	361	252	289	192	193	191	219	103	172	136	190	61	66	70	79
Themis2	593	1169	907	740	367	662	616	351	833	1161	1279	1370	3578	5677	5003	4531
Ppp1r8	157	218	146	176	128	103	106	166	94	83	97	146	84	126	110	99
Stx12	675	1208	721	754	808	843	901	815	593	949	1014	946	537	941	1018	576
Fam76a	319	560	389	345	343	426	521	365	224	381	361	368	102	154	207	122
Fgr	17	13	10	24	17	16	5	20	20	7	23	36	22	38	10	39
Ahdc1	19	34	22	31	13	14	17	19	8	4	1	12	5	6	2	2
Wasf2	1630	2710	1865	2109	1857	1911	2371	1859	1332	2021	2528	2334	787	1270	1382	960
Gpr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k6	32	41	23	49	101	77	123	106	66	115	131	133	30	43	52	34
Sytl1	2	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0
Tmem222	190	273	185	200	158	163	167	165	90	142	112	147	61	105	99	78
Wdtc1	146	282	179	182	191	181	137	160	113	165	157	183	48	87	96	48
Slc9a1	256	448	325	346	269	313	314	299	224	315	359	350	272	430	496	379
Mir5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tent5b	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnp1	13	6	16	19	10	5	5	10	4	5	5	3	3	0	7	2
Kdf1	3	1	3	1	0	2	0	1	1	0	0	3	1	1	0	0
Nudc	602	954	561	803	576	568	669	748	359	558	630	760	316	385	513	380
Nr0b2	4	12	6	4	3	3	2	3	1	2	0	0	0	0	2	0
Gpatch3	73	142	90	95	104	106	114	89	59	110	120	112	57	119	130	76
Gpn2	20	33	12	27	26	31	18	27	16	22	22	39	13	25	19	17
Sfn	15	18	13	16	22	17	17	20	17	24	26	14	12	11	14	12
Zdhhc18	127	163	117	191	199	152	206	149	206	235	302	296	152	234	286	150
Gm13213	1	4	2	0	1	2	0	0	0	2	1	2	0	3	1	1
Pigv	27	48	31	30	40	48	50	52	83	109	121	105	106	144	132	127
Arid1a	1183	1870	1279	1326	1149	1282	1381	1071	1206	1192	1546	1730	1129	1652	1438	1180
Rps6ka1	412	670	465	416	390	532	420	338	274	503	399	363	121	176	151	94
Hmgn2	736	1575	949	926	774	1084	1107	832	514	1001	1012	987	310	759	672	484
Dhdds	269	483	271	312	275	289	322	286	159	261	255	300	111	162	162	145
Lin28a	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
Crybg2	3	3	5	3	12	3	16	6	6	5	8	15	6	5	9	4
Cd52	894	880	679	1875	986	733	1072	1646	790	946	1394	1846	1126	1277	1664	1837
Ubxn11	5	14	11	11	6	13	7	7	7	8	7	9	2	3	2	4
Sh3bgrl3	2128	2840	1764	2876	2282	1758	2137	2633	1461	2091	2117	2843	1299	1602	1830	1713
Cep85	90	166	108	93	163	141	194	155	95	164	150	185	38	80	67	46
Zpld2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Catsper4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Cnksr1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0
Zfp593	23	45	21	25	26	22	26	22	17	26	33	33	17	33	22	23
E130218I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam110d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdik1l	205	388	215	239	104	105	117	73	48	46	57	80	45	70	75	43
Trim63	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc30a2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Extl1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Pafah2	180	230	139	171	199	133	136	102	118	160	126	139	71	79	80	48
1700021N21Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Stmn1	614	1379	858	785	603	809	787	649	374	657	775	720	186	472	539	379
Paqr7	178	240	180	222	164	149	121	129	48	83	74	84	21	17	18	16
Aunip	67	118	56	115	53	25	31	52	29	32	54	50	6	7	5	2
Mtfr1l	301	380	264	265	284	251	185	286	166	250	195	264	97	129	152	127
Selenon	315	477	323	349	345	361	295	293	207	283	268	333	107	159	172	137
Man1c1	1110	2045	1294	1351	1362	1415	1287	1218	690	1101	910	1060	359	419	495	296
Ldlrap1	268	315	246	396	217	157	180	251	52	61	82	97	12	21	18	8
Maco1	298	502	358	340	303	355	346	331	218	270	354	364	78	118	148	104
Rhd	6	6	3	2	5	0	2	3	0	1	3	17	6	5	6	3
Tmem50a	963	1547	889	1123	891	1127	1073	916	755	1052	1134	1195	904	1383	1464	1043
Rsrp1	706	1322	785	805	372	405	377	288	643	903	778	992	643	1038	1205	685
Syf2	167	307	190	227	162	208	211	214	153	305	375	398	342	606	629	504
Runx3	11	6	1	13	10	8	9	11	6	4	5	3	4	7	9	5
Clic4	2544	2658	1707	3753	6391	4380	4859	7173	8428	9638	8665	13676	12504	17032	17171	14316
Srrm1	787	1241	885	930	961	983	1172	970	674	924	1013	1058	505	755	1001	627
Ncmap	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rcan3	124	227	162	181	109	100	108	93	53	69	64	83	19	36	31	15
Mir700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipal3	151	348	180	160	144	196	221	82	78	141	130	107	26	60	52	16
Stpg1	0	5	2	0	0	4	2	0	0	1	0	0	0	2	2	0
Grhl3	4	14	11	0	2	2	2	3	0	2	0	2	0	3	3	4
1700029M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnlr1	0	0	3	1	1	1	0	0	3	5	1	0	2	1	0	2
Il22ra1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Myom3	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
Srsf10	447	699	448	621	476	453	481	597	268	424	493	599	250	307	341	296
Pnrc2	337	628	412	384	261	286	287	239	201	254	249	286	157	232	232	157
Cnr2	118	134	81	158	35	32	20	23	5	8	6	3	0	0	0	1
Fuca1	1047	1659	939	1211	1145	1064	1273	1071	795	1082	1136	1195	543	745	862	579
Hmgcl	238	384	251	267	201	219	209	186	84	160	117	128	39	63	76	58
Gale	91	121	44	121	71	51	75	103	66	89	50	117	42	46	37	45
Lypla2	179	245	183	243	166	186	197	203	123	187	173	199	93	136	120	179
Pithd1	41	55	48	56	29	33	14	22	12	18	27	31	8	24	14	16
Eloa	683	1120	749	756	659	794	744	666	466	689	752	785	720	854	720	855
Rpl11	2699	4483	2728	3795	2897	3053	3812	3389	2105	3353	3565	3771	1687	2806	3332	2335
Id3	40	166	112	56	314	794	1045	291	53	194	202	94	53	183	57	49
E2f2	104	144	103	128	87	64	49	67	15	22	24	17	0	5	1	1
Asap3	0	0	0	4	2	0	1	1	7	1	14	9	74	97	149	43
Tcea3	4	26	13	24	9	11	12	27	9	6	15	18	6	8	8	9
Zfp46	160	331	189	186	123	129	154	110	99	135	175	174	94	104	145	90
Hnrnpr	511	824	588	680	578	557	589	656	410	485	580	541	179	267	272	223
Gm17388	3	10	6	7	4	1	0	1	2	1	0	3	0	2	1	0
Htr1d	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6030445D17Rik	0	0	0	3	0	0	0	0	1	1	2	1	0	2	0	1
Luzp1	412	621	426	432	411	435	449	448	387	631	694	628	399	890	780	439
Kdm1a	125	220	148	170	175	165	146	173	117	160	201	226	127	240	213	153
Tex46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactbl1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
Ephb2	1	2	1	2	2	5	1	0	0	1	2	1	0	1	2	1
C1qb	1854	3729	2607	2432	2175	2954	2722	2511	1693	3320	2555	3009	1762	3290	2583	2385
C1qc	3741	8565	7007	5630	4234	6403	7962	5263	3178	6115	8080	6232	2916	6042	6485	4243
C1qa	757	2095	1744	1033	771	1479	1704	1223	644	1319	1846	1243	640	1663	1421	981
Epha8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zbtb40	80	122	101	86	68	58	66	58	77	64	62	94	51	76	61	74
Gm13003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt4	3	8	6	4	1	3	2	2	1	2	3	6	9	3	9	5
Cdc42	7878	11808	7282	10031	8664	8539	10501	9853	6461	8891	10232	10786	5897	8067	9150	7475
Cela3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cela3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspg2	0	4	0	1	2	0	1	0	1	1	0	0	1	2	3	0
Ldlrad2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp48	936	1604	972	1050	899	897	968	875	568	720	708	728	197	356	353	246
Rap1gap	5	11	15	8	5	8	9	8	5	5	5	9	0	2	9	2
Alpl	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ece1	222	456	313	246	263	321	401	201	205	399	440	259	149	329	439	182
Eif4g3	867	1344	938	931	1002	1069	1052	839	622	958	903	947	746	961	1217	756
Hp1bp3	1161	2557	1491	1557	1423	1672	1998	1179	1019	1879	2087	1642	911	1840	2260	1091
Sh2d5	5	2	1	2	0	5	6	1	0	1	0	1	4	0	2	0
Kif17	4	0	1	1	0	1	0	0	0	2	2	0	0	1	2	0
Ddost	731	1085	745	900	817	701	779	819	559	863	663	816	505	626	657	554
Pink1	226	604	371	337	239	388	381	233	165	300	298	264	141	208	267	147
Cda	1	2	2	1	2	1	1	2	0	1	2	6	0	0	0	0
Fam43b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mul1	100	179	102	113	198	271	280	216	207	416	465	366	104	284	331	133
Camk2n1	0	2	1	0	0	0	4	1	0	2	1	0	0	1	0	0
Vwa5b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pla2g2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g2d	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pla2g5	3	1	4	6	6	2	3	1	1	1	0	0	0	2	1	0
Pla2g2a	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g2e	6	33	14	7	12	13	10	16	1	9	11	9	3	7	13	2
Otud3	36	54	27	37	25	27	36	26	19	23	24	35	19	20	23	14
Rnf186	2	1	0	2	1	2	0	1	1	2	2	1	0	0	0	1
Tmco4	93	159	115	122	81	163	191	108	81	106	141	146	63	105	122	72
Htr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbl1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Micos10	663	1113	659	989	678	666	1087	870	491	822	1027	914	463	718	874	618
Gm16287	16	26	29	14	15	18	12	12	12	10	14	2	0	5	5	3
Capzb	3893	6525	3993	4651	4755	4647	5849	4544	3166	4755	4890	4837	2558	3755	4082	2910
Slc66a1	134	257	164	165	119	158	161	120	64	120	107	101	26	47	65	29
Akr7a5	65	93	51	80	55	68	62	67	35	51	65	62	22	38	36	23
Mrto4	113	111	75	150	148	86	125	137	73	128	153	133	70	86	134	108
Emc1	418	692	389	469	457	441	403	421	320	374	445	415	225	365	306	242
Ubr4	2654	4476	3063	2989	3196	3501	3566	2863	3071	4058	4204	4349	5508	7560	7588	5938
Iffo2	229	280	235	240	149	160	236	157	50	104	88	107	64	127	98	101
Aldh4a1	68	103	46	53	51	64	63	48	32	51	28	63	15	25	26	25
Tas1r2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4933427I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc7a	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Igsf21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Arhgef10l	204	292	208	290	147	158	127	144	55	71	62	100	16	20	19	21
Rcc2	238	316	225	319	263	229	246	298	166	219	222	274	87	103	130	110
Padi6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Padi4	2	12	14	1	3	5	4	3	5	5	10	2	2	6	3	0
Padi3	2	2	5	4	2	2	1	1	1	1	0	0	0	0	1	1
Gm13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Padi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930515B02Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Padi2	194	183	148	285	234	123	112	208	92	106	110	186	73	48	80	60
Gm13031	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
Sdhb	948	1320	818	1117	833	919	1001	971	617	888	874	1042	427	634	875	598
Atp13a2	764	1428	925	964	765	917	919	733	446	701	696	707	243	402	458	258
Mfap2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Crocc	35	73	43	41	42	68	38	38	12	22	24	30	4	8	8	10
Necap2	446	721	460	471	501	588	466	405	398	615	471	591	359	604	492	336
Spata21	5	4	12	3	4	3	7	5	4	6	6	9	2	4	6	4
Szrd1	408	618	400	555	447	520	548	528	418	628	623	719	400	536	658	537
Fbxo42	193	328	218	289	201	252	181	207	178	245	182	222	161	206	277	165
Cplane2	5	4	1	6	1	2	2	2	1	2	1	3	2	1	2	0
Arhgef19	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm13056	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Epha2	0	0	0	0	3	1	0	1	1	6	2	0	1	0	1	0
Fam131c	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Clcnka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13075	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0
Clcnkb	1	1	0	2	1	0	0	0	1	0	2	0	1	0	1	0
Hspb7	3	5	2	5	1	1	2	5	0	1	4	2	1	0	0	1
Srarp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb17	93	217	124	131	223	238	289	239	148	264	247	187	74	101	144	104
Spen	743	1220	793	820	658	723	761	588	920	979	1189	1396	671	1714	1262	888
B330016D10Rik	8	13	8	2	5	5	4	6	7	5	3	4	3	8	4	1
Fblim1	1281	1786	1214	1471	1275	1192	1334	982	506	846	812	675	73	160	235	64
Tmem82	0	7	10	4	7	5	9	1	1	5	6	4	2	2	10	1
AI507597	3	4	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Slc25a34	0	5	2	2	1	0	6	0	0	1	0	1	0	0	1	0
Plekhm2	386	675	451	466	387	406	496	333	171	361	390	228	134	242	323	161
Ddi2	352	612	433	491	310	295	390	311	93	172	185	175	46	134	110	67
Rsc1a1	0	3	2	0	1	2	2	1	0	0	3	1	0	0	0	0
Agmat	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dnajc16	184	252	145	166	157	195	202	119	87	126	119	153	90	127	151	104
Casp9	197	328	174	253	128	146	150	135	46	72	64	89	34	43	38	46
Cela2a	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ctrc	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Ctrcos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhd2	688	955	622	977	921	808	908	1051	665	1002	1020	1174	506	723	731	760
Fhad1	17	21	21	21	21	29	35	31	9	28	20	24	8	13	8	16
Fhad1os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455G09Rik	35	61	39	52	40	35	46	23	12	15	31	12	12	13	14	11
Tmem51	68	210	126	113	53	106	109	75	14	46	39	34	28	40	26	32
Tmem51os1	1	2	1	1	0	0	0	3	0	1	0	0	0	4	3	5
Kazn	1	0	2	1	0	2	4	0	1	0	2	0	0	2	1	0
6330411D24Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Prdm2	470	722	584	524	828	805	808	734	427	616	681	610	339	704	743	415
Pdpn	51	15	12	85	158	33	65	142	170	101	123	297	156	177	271	223
Lrrc38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32b-ps1	55	86	47	68	41	72	82	82	31	41	55	74	11	27	28	22
Pramel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel12	87	178	106	103	82	118	141	91	61	113	128	119	60	101	120	105
Oog4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pramel24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
